Anom_ID,Accident_Date,Hour,Day_of_Week,Month_Name,Env,Light_Cond,Road,Traffic,Traffic_Control_Condition,Impact,Loc_Type,Severity,Injury_Event,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude
20--6668,2020-08-28,14.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.41067007,-75.64053887
20--6669,2020-08-28,14.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35541583,-75.93292862
20--667,2020-01-15,9.0,Wednesday,January,Clear,Daylight,Dry,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4761258,-75.52731336
20--6670,2020-08-28,15.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37513924,-75.70746271
20--6671,2020-08-28,15.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41849757,-75.61389991
20--6672,2020-08-28,15.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,2,2.0,0.0,0.0,0.0,45.2699207,-75.78086493
20--6673,2020-08-28,15.0,Friday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43442,-75.69043994
20--6674,2020-08-28,15.0,Friday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38398616,-75.94577584
20--6675,2020-08-28,15.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,1,0,0,1,0.0,0.0,1.0,0.0,45.43694914,-75.55140302
20--6676,2020-08-28,16.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41763624,-75.65666087
20--6677,2020-08-28,17.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.51828688,-75.41122032
20--6678,2020-08-28,17.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.51828711,-75.41122023
20--6679,2020-08-28,17.0,Friday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45410627,-76.08892695
20--668,2020-01-15,9.0,Wednesday,January,Clear,Daylight,Slush,Traffic signal,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42400764,-75.69667152
20--6680,2020-08-28,17.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.41940719,-75.64616959
20--6681,2020-08-28,17.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42422013,-75.69234904
20--6682,2020-08-28,18.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39305427,-75.73138834
20--6683,2020-08-28,18.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42631954,-75.6950385
20--6684,2020-08-28,19.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.40264356,-75.71179789
20--6685,2020-08-28,20.0,Friday,August,Clear,Dark,Dry,No control,Not Applicable,Approaching,Underpass or tunnel,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37584089,-75.69934068
20--6686,2020-08-28,20.0,Friday,August,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.34973416,-75.55586823
20--6687,2020-08-28,8.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.45388545,-75.42580374
20--6688,2020-08-28,9.0,Friday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38696819,-75.73185501
20--6689,2020-08-28,9.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42647382,-75.6891221
20--669,2020-01-15,21.0,Wednesday,January,Clear,Dark,Wet,No control,Not Applicable,Rear end,Overpass or bridge,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41646157,-75.67371811
20--6690,2020-08-28,9.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41142602,-75.6875361
20--6691,2020-08-29,1.0,Saturday,August,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Non-Fatal Injury,1,2,1,0,0,1,0.0,0.0,1.0,0.0,45.39553402,-75.68415108
20--6692,2020-08-29,13.0,Saturday,August,Rain,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.40843128,-75.7573807
20--6693,2020-08-29,13.0,Saturday,August,Rain,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39390268,-75.73070072
20--6694,2020-08-29,23.0,Saturday,August,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39484656,-75.740625
20--6695,2020-08-29,11.0,Saturday,August,Rain,Daylight,Wet,Stop sign,00 - Unknown,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41154425,-75.65305212
20--6696,2020-08-29,12.0,Saturday,August,Rain,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.39515532,-75.7296574
20--6697,2020-08-29,14.0,Saturday,August,Rain,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.28198355,-75.91041903
20--6698,2020-08-29,15.0,Saturday,August,Rain,Daylight,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,1.0,0.0,0.0,0.0,45.19435127,-75.83890783
20--6699,2020-08-29,4.0,Saturday,August,Rain,Dark,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.29436038,-75.97354352
20--670,2020-01-16,13.0,Thursday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.28885917,-75.67165334
20--6700,2020-08-29,4.0,Saturday,August,Rain,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.5084686,-76.09537904
20--6701,2020-08-29,16.0,Saturday,August,Clear,Daylight,Dry,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35465272,-75.6434372
20--6702,2020-08-29,16.0,Saturday,August,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.3740332,-75.59724371
20--6703,2020-08-29,17.0,Saturday,August,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.27053068,-75.74638834
20--6704,2020-08-29,17.0,Saturday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.26229107,-75.7215427
20--6705,2020-08-29,17.0,Saturday,August,Rain,Daylight,Wet,Stop sign,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.26340567,-75.73507021
20--6706,2020-08-29,6.0,Saturday,August,Rain,Dawn,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44197556,-75.64419549
20--6707,2020-08-29,18.0,Saturday,August,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40192102,-75.7077144
20--6708,2020-08-29,19.0,Saturday,August,Rain,Dusk,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35412136,-75.64865882
20--6709,2020-08-29,19.0,Saturday,August,Clear,Dusk,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.4407738,-75.66813462
20--671,2020-01-16,13.0,Thursday,January,Clear,Daylight,Slush,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43447632,-75.66574573
20--6710,2020-08-29,7.0,Saturday,August,Rain,Daylight,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43414579,-75.66658835
20--6711,2020-08-29,20.0,Saturday,August,Clear,Dusk,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41005084,-75.70949543
20--6712,2020-08-29,20.0,Saturday,August,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4106402,-75.68684529
20--7074,2020-09-14,7.0,Monday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39294869,-75.60758159
20--6354,2020-08-16,12.0,Sunday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.41629602,-75.71467415
20--6713,2020-08-29,9.0,Saturday,August,Clear,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.36107763,-75.47813273
20--6533,2020-08-22,8.0,Saturday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39249513,-75.95881523
20--7075,2020-09-14,7.0,Monday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3515022,-75.76297746
20--7076,2020-09-14,20.0,Monday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31667859,-75.83005456
20--7077,2020-09-14,8.0,Monday,September,Clear,Daylight,Dry,Roundabout,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.48892164,-75.47803053
20--7078,2020-09-14,20.0,Monday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.47732841,-75.49740678
20--7079,2020-09-14,21.0,Monday,September,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,0.0,1.0,0.0,45.16846892,-75.62319907
20--708,2020-01-16,17.0,Thursday,January,Clear,Dusk,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.127473,-75.71115235
20--7080,2020-09-14,21.0,Monday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35014634,-75.65491518
20--7081,2020-09-14,21.0,Monday,September,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.42386965,-75.61671904
20--7082,2020-09-15,13.0,Tuesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40077178,-75.72912586
20--6984,2020-09-11,,Friday,September,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39075035,-75.73345264
20--7083,2020-09-15,10.0,Tuesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42133826,-75.65822579
20--7084,2020-09-15,10.0,Tuesday,September,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41413226,-75.60992328
20--7087,2020-09-15,12.0,Tuesday,September,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4184993,-75.64960206
20--7088,2020-09-15,14.0,Tuesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41268929,-75.68013822
20--7089,2020-09-15,15.0,Tuesday,September,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46900543,-75.52937152
20--709,2020-01-16,17.0,Thursday,January,Clear,Dusk,Loose snow,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26960206,-75.5938158
20--7090,2020-09-15,15.0,Tuesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33417398,-75.70057064
20--7091,2020-09-15,15.0,Tuesday,September,Clear,Daylight,Dry,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43180317,-75.65371087
20--7092,2020-09-15,16.0,Tuesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44997386,-75.58813225
20--7093,2020-09-15,6.0,Tuesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,3,0,0,0,3,0.0,3.0,0.0,0.0,45.41216751,-75.65825537
20--7094,2020-09-15,7.0,Tuesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.29130181,-75.72714952
20--7095,2020-09-15,7.0,Tuesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,3,0,0,0,1,0.0,0.0,1.0,0.0,45.29690402,-75.90103024
20--7096,2020-09-15,19.0,Tuesday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,2,1.0,1.0,0.0,0.0,45.48377905,-75.47451744
20--7097,2020-09-15,19.0,Tuesday,September,Clear,Dark,Dry,Roundabout,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45749831,-75.44692535
20--7098,2020-09-15,8.0,Tuesday,September,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41172235,-75.70590659
20--7099,2020-09-15,20.0,Tuesday,September,Clear,Dark,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.42818769,-75.56954556
20--71,2020-01-03,2.0,Friday,January,Clear,Dark,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.43447616,-75.66574581
20--710,2020-01-16,17.0,Thursday,January,Clear,Dusk,Slush,Stop sign,00 - Unknown,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4466313,-75.62931171
20--7100,2020-09-15,8.0,Tuesday,September,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.16769856,-75.99424511
20--7101,2020-09-16,13.0,Wednesday,September,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.37107642,-75.71630888
20--7102,2020-09-16,13.0,Wednesday,September,Clear,Daylight,Dry,Stop sign,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,1,0,0,1,0.0,1.0,0.0,0.0,45.34170799,-75.73504484
20--7103,2020-09-16,13.0,Wednesday,September,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,3,0,0,0,2,1.0,1.0,0.0,0.0,45.37083763,-75.66350023
20--7104,2020-09-16,10.0,Wednesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,4,0,0,0,0,0.0,0.0,0.0,0.0,45.25951803,-75.76746215
20--7107,2020-09-16,12.0,Wednesday,September,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.40453974,-75.72392983
20--7108,2020-09-16,12.0,Wednesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42447976,-75.66217472
20--7109,2020-09-16,14.0,Wednesday,September,Clear,Daylight,Dry,Roundabout,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46413869,-75.54014136
20--711,2020-01-16,17.0,Thursday,January,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3938018,-75.7283905
20--7110,2020-09-16,14.0,Wednesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.3778917,-75.64494877
20--7111,2020-09-16,14.0,Wednesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32587884,-75.71904427
20--7112,2020-09-16,15.0,Wednesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.45419698,-75.48403599
20--7113,2020-09-16,16.0,Wednesday,September,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.29504903,-75.78964836
20--7114,2020-09-16,4.0,Wednesday,September,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,1.0,0.0,0.0,0.0,45.14561838,-75.4419997
20--7115,2020-09-16,16.0,Wednesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39333199,-75.74561347
20--7116,2020-09-16,17.0,Wednesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37008852,-75.77058762
20--7118,2020-09-16,18.0,Wednesday,September,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42798677,-75.62701698
20--7119,2020-09-16,19.0,Wednesday,September,Clear,Daylight,Dry,Stop sign,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42589797,-75.64230748
20--712,2020-01-16,17.0,Thursday,January,Drifting Snow,Dusk,Ice,No control,Not Applicable,Approaching,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40085187,-75.58548865
20--7120,2020-09-16,19.0,Wednesday,September,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33479517,-75.72411457
20--7121,2020-09-16,7.0,Wednesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40532026,-75.70219945
20--7122,2020-09-16,7.0,Wednesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.35150217,-75.76297766
20--6714,2020-08-30,13.0,Sunday,August,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4097402,-75.71018679
20--6355,2020-08-16,14.0,Sunday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.426474,-75.68912268
20--6534,2020-08-22,8.0,Saturday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43929813,-75.67701058
20--7123,2020-09-16,20.0,Wednesday,September,Clear,Dark,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3249748,-75.72153139
20--7124,2020-09-16,20.0,Wednesday,September,Clear,Dark,Dry,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41537023,-75.69855903
20--7125,2020-09-16,8.0,Wednesday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37753126,-75.77496075
20--7126,2020-09-16,20.0,Wednesday,September,Rain,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37492178,-76.09284806
20--7127,2020-09-17,1.0,Thursday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,SMV other,Intersection related,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.42613173,-75.68799642
20--7128,2020-09-17,13.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.305128,-75.93759584
20--7129,2020-09-17,22.0,Thursday,September,Clear,Dark,Dry,Traffic signal,00 - Unknown,SMV other,Intersection related,Property Damage Only,0,1,0,1,0,0,0.0,0.0,0.0,0.0,45.33417383,-75.70057081
20--7130,2020-09-17,11.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,SMV other,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.38107254,-75.66907496
20--7131,2020-09-17,12.0,Thursday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42103091,-75.69308452
20--7132,2020-09-17,0.0,Thursday,September,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.40755847,-75.62527596
20--7133,2020-09-17,0.0,Thursday,September,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.23714497,-75.6843657
20--7134,2020-09-17,14.0,Thursday,September,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.47460413,-75.43752704
20--7135,2020-09-17,14.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,4,0,0,0,0,0.0,0.0,0.0,0.0,45.3901694,-75.73362847
20--7136,2020-09-17,15.0,Thursday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39924736,-75.73393669
20--7137,2020-09-17,15.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44343099,-75.63978555
20--7138,2020-09-17,16.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41199544,-75.69400175
20--7139,2020-09-17,16.0,Thursday,September,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26765779,-75.75352893
20--714,2020-01-16,5.0,Thursday,January,Snow,Dark,Slush,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.29570849,-75.70122613
20--7140,2020-09-17,16.0,Thursday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39294862,-75.60758137
