Anom_ID,Accident_Date,Hour,Day_of_Week,Month_Name,Env,Light_Cond,Road,Traffic,Traffic_Control_Condition,Impact,Loc_Type,Severity,Injury_Event,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude,Coord_Valid
20--5763,2020-07-23,14.0,Thursday,July,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3931338,-75.73132422,True
20--5764,2020-07-23,15.0,Thursday,July,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.23422331,-75.67521574,True
20--5765,2020-07-23,15.0,Thursday,July,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.41295449,-75.68654808,True
20--5766,2020-07-23,16.0,Thursday,July,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.33869994,-76.07480916,True
20--5767,2020-07-23,16.0,Thursday,July,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.28760827,-75.50099067,True
20--5768,2020-07-23,16.0,Thursday,July,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39290566,-75.66496553,True
20--5769,2020-07-23,17.0,Thursday,July,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Overpass or bridge,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41805344,-75.65655768,True
20--577,2020-01-14,15.0,Tuesday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41131119,-75.68406267,True
20--5770,2020-07-23,17.0,Thursday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.42285621,-75.5865881,True
20--5771,2020-07-23,17.0,Thursday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.30055236,-75.8748528,True
20--5772,2020-07-23,17.0,Thursday,July,Clear,Daylight,Dry,Stop sign,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.33869997,-76.07480898,True
20--5773,2020-07-23,17.0,Thursday,July,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.20950429,-75.83954509,True
20--5774,2020-07-23,5.0,Thursday,July,Clear,Daylight,Dry,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44950705,-75.58924457,True
20--5775,2020-07-23,17.0,Thursday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35490961,-75.80554961,True
20--5776,2020-07-23,18.0,Thursday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27182808,-75.78398493,True
20--5777,2020-07-23,6.0,Thursday,July,Clear,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.30237377,-75.9192348,True
20--5778,2020-07-23,7.0,Thursday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42322993,-75.68762326,True
20--5779,2020-07-23,7.0,Thursday,July,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Non-Fatal Injury,1,2,1,0,0,1,0.0,1.0,0.0,0.0,45.34433155,-75.63739492,True
20--578,2020-01-14,16.0,Tuesday,January,Clear,Daylight,Ice,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,1.0,0.0,0.0,0.0,45.30055229,-75.87485244,True
20--5780,2020-07-23,20.0,Thursday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,3,0,0,0,1,1.0,0.0,0.0,0.0,45.28781664,-75.86791712,True
20--5781,2020-07-23,8.0,Thursday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,4,0,0,0,2,2.0,0.0,0.0,0.0,45.35796863,-75.7377232,True
20--5782,2020-07-23,8.0,Thursday,July,Clear,Daylight,Dry,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36005507,-75.73548791,True
20--5783,2020-07-23,8.0,Thursday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.48377894,-75.47451744,True
20--5784,2020-07-23,21.0,Thursday,July,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46687256,-75.55115436,True
20--5785,2020-07-23,9.0,Thursday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.33393629,-75.80453028,True
20--5786,2020-07-24,13.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Turning movement,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.375362,-75.75733044,True
20--5787,2020-07-24,10.0,Friday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.51828696,-75.41122021,True
20--5788,2020-07-24,22.0,Friday,July,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.24881198,-75.71098438,True
20--5789,2020-07-24,11.0,Friday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44645927,-75.61511159,True
20--579,2020-01-14,16.0,Tuesday,January,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31710764,-75.88398489,True
20--5790,2020-07-24,12.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.39857782,-75.72388556,True
20--5791,2020-07-24,12.0,Friday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.2739779,-75.73850298,True
20--5792,2020-07-24,12.0,Friday,July,Clear,Daylight,Dry,Roundabout,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46413873,-75.54014144,True
20--5793,2020-07-24,2.0,Friday,July,Clear,Dark,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.33393815,-75.75210547,True
20--5794,2020-07-24,14.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.39580921,-75.72899561,True
20--5795,2020-07-24,14.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.35569611,-75.6914617,True
20--5796,2020-07-24,15.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40393751,-75.70137574,True
20--5797,2020-07-24,15.0,Friday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33784435,-75.68515686,True
20--5798,2020-07-24,15.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.22678825,-75.68697799,True
20--5799,2020-07-24,16.0,Friday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,2,2.0,0.0,0.0,0.0,45.33097675,-75.59984147,True
20--58,2020-01-02,9.0,Thursday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,SMV other,Intersection related,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.35038022,-75.64102382,True
20--580,2020-01-14,16.0,Tuesday,January,Clear,Daylight,Dry,MPS,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39703599,-75.7090583,True
20--5800,2020-07-24,16.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38893672,-76.26830595,False
20--5801,2020-07-24,16.0,Friday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27195144,-75.74332976,True
20--5802,2020-07-24,16.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.40070595,-75.71857727,True
20--5803,2020-07-24,17.0,Friday,July,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,1,0,0,1,1.0,0.0,0.0,0.0,45.39735926,-75.73282528,True
20--5804,2020-07-24,17.0,Friday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,At intersection,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.4337793,-75.69019343,True
20--5805,2020-07-24,17.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Approaching,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.24833596,-75.64226493,True
20--5806,2020-07-24,17.0,Friday,July,Clear,Daylight,Dry,Stop sign,01 - Functioning,Turning movement,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.20881471,-75.73921378,True
20--5807,2020-07-24,6.0,Friday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3385535,-75.79440658,True
20--5808,2020-07-24,6.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27879252,-75.88485856,True
20--5809,2020-07-24,6.0,Friday,July,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40332782,-75.70683895,True
20--581,2020-01-14,16.0,Tuesday,January,Clear,Daylight,Wet,No control,Not Applicable,Sideswipe,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.32090033,-75.88409739,True
20--5810,2020-07-24,7.0,Friday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40373135,-75.73434878,True
20--5811,2020-07-24,7.0,Friday,July,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41721676,-75.70468567,True
20--5831,2020-07-25,12.0,Saturday,July,Clear,Daylight,Dry,Stop sign,00 - Unknown,Rear end,Intersection related,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.27590337,-75.70380959,True
20--5580,2020-07-15,8.0,Wednesday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,4,3.0,1.0,0.0,0.0,45.40396039,-75.7072261,True
20--6032,2020-08-03,6.0,Monday,August,Rain,Dawn,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.41782463,-75.63375399,True
20--612,2020-01-15,10.0,Wednesday,January,Clear,Daylight,Ice,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41216762,-75.65825539,True
20--5581,2020-07-15,21.0,Wednesday,July,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,1,0,0,1,0.0,0.0,1.0,0.0,45.40463196,-75.71195584,True
20--6033,2020-08-03,7.0,Monday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.47485898,-75.51768959,True
20--6120,2020-08-06,18.0,Thursday,August,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43966879,-75.67660116,True
20--5582,2020-07-16,13.0,Thursday,July,Clear,Daylight,Dry,Stop sign,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.45413364,-75.40716205,True
20--6034,2020-08-03,19.0,Monday,August,Rain,Dusk,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27053046,-75.74638821,True
20--6121,2020-08-06,7.0,Thursday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.41819857,-75.59838011,True
20--5583,2020-07-16,13.0,Thursday,July,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.23512629,-75.47449502,True
20--6035,2020-08-03,20.0,Monday,August,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37690538,-75.69151128,True
20--6122,2020-08-06,7.0,Thursday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34368801,-75.81146744,True
20--5584,2020-07-16,13.0,Thursday,July,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.2910549,-75.89081635,True
20--6036,2020-08-03,21.0,Monday,August,Rain,Dark,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.27053052,-75.7463883,True
20--6123,2020-08-06,21.0,Thursday,August,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.29731706,-75.93113571,True
20--5585,2020-07-16,13.0,Thursday,July,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37913529,-75.75022021,True
20--6037,2020-08-03,21.0,Monday,August,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43063581,-75.68722208,True
20--6124,2020-08-06,21.0,Thursday,August,Clear,Dark,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41931061,-75.59561526,True
20--6125,2020-08-07,13.0,Friday,August,Clear,Daylight,Dry,Stop sign,00 - Unknown,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.44117522,-75.67372571,True
20--6126,2020-08-07,10.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42974823,-75.68894762,True
20--6127,2020-08-07,22.0,Friday,August,Clear,Dark,Dry,Stop sign,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42748684,-75.68477543,True
20--6128,2020-08-07,10.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35150222,-75.76297747,True
20--6129,2020-08-07,11.0,Friday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40175404,-75.74958911,True
20--613,2020-01-15,10.0,Wednesday,January,Clear,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41554781,-75.67612576,True
20--6130,2020-08-07,11.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.40940557,-75.7105143,True
20--6131,2020-08-07,11.0,Friday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.2358304,-75.47277006,True
20--6132,2020-08-07,11.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Approaching,Non intersection,Fatal,1,2,0,0,0,3,0.0,0.0,2.0,1.0,45.33373866,-75.94855136,True
20--6133,2020-08-07,12.0,Friday,August,Clear,Daylight,Dry,Stop sign,00 - Unknown,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.27524174,-75.9023291,True
20--6134,2020-08-07,14.0,Friday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37975968,-75.66139239,True
20--6135,2020-08-07,14.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.39578489,-75.72902351,True
20--6136,2020-08-07,14.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Underpass or tunnel,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.43579884,-75.69861868,True
20--6137,2020-08-07,14.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,3,2.0,1.0,0.0,0.0,45.4036552,-75.70754756,True
20--6138,2020-08-07,15.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39859586,-75.66167579,True
20--6139,2020-08-07,15.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.07622923,-75.64801037,True
20--614,2020-01-15,10.0,Wednesday,January,Clear,Daylight,Slush,Traffic signal,01 - Functioning,Turning movement,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.29917768,-75.9038627,True
20--6140,2020-08-07,15.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.36528316,-75.73082092,True
20--6141,2020-08-07,15.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44110351,-75.64681968,True
20--6142,2020-08-07,16.0,Friday,August,Clear,Daylight,Dry,Traffic signal,00 - Unknown,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.41216768,-75.65825549,True
20--6143,2020-08-07,16.0,Friday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44259121,-75.69390037,True
20--6144,2020-08-07,17.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.41184249,-75.63046483,True
20--6145,2020-08-07,17.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42606602,-75.68998416,True
20--6146,2020-08-07,17.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.4549057,-75.96789176,True
20--6147,2020-08-07,18.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.19854007,-76.0439758,True
20--6148,2020-08-07,6.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Turning movement,Non intersection,Non-Fatal Injury,1,2,1,0,0,1,0.0,1.0,0.0,0.0,45.40033271,-75.74240853,True
20--6149,2020-08-07,19.0,Friday,August,Clear,Dusk,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.27782447,-75.62683166,True
20--615,2020-01-15,11.0,Wednesday,January,Clear,Daylight,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40354765,-75.68867856,True
20--6150,2020-08-07,8.0,Friday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.37790318,-75.95521731,True
20--6151,2020-08-07,8.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26456908,-75.77758312,True
20--6152,2020-08-07,20.0,Friday,August,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34222377,-75.6910657,True
20--6153,2020-08-07,20.0,Friday,August,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35756188,-75.76630681,True
20--6154,2020-08-07,9.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41327347,-75.61206379,True
20--6155,2020-08-07,21.0,Friday,August,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38053563,-75.58610694,True
20--6156,2020-08-07,9.0,Friday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,1,0,2,0.0,0.0,2.0,0.0,45.44366392,-75.63909809,True
20--6157,2020-08-08,13.0,Saturday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43258207,-75.6427489,True
20--6158,2020-08-08,13.0,Saturday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.419287,-75.64794496,True
20--6159,2020-08-08,22.0,Saturday,August,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,1,0,2,0.0,2.0,0.0,0.0,45.45116147,-75.53759902,True
20--616,2020-01-15,11.0,Wednesday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.2876937,-75.72521589,True
20--6160,2020-08-08,10.0,Saturday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.26302852,-75.65793897,True
20--6161,2020-08-08,11.0,Saturday,August,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37046002,-75.66317816,True
20--6162,2020-08-08,11.0,Saturday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37040766,-75.66330356,True
20--6163,2020-08-08,,Saturday,August,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.27645072,-75.86696976,True
20--6164,2020-08-08,12.0,Saturday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42856272,-75.69692626,True
20--6165,2020-08-08,12.0,Saturday,August,Clear,Daylight,Dry,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3208798,-75.60968195,True
20--6166,2020-08-08,14.0,Saturday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36963033,-75.60839504,True
20--6167,2020-08-08,14.0,Saturday,August,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37609711,-75.64938871,True
20--6168,2020-08-08,14.0,Saturday,August,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39881153,-75.73605005,True
20--6169,2020-08-08,14.0,Saturday,August,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.44329728,-75.62389272,True
20--617,2020-01-15,,Wednesday,January,Snow,Dark,Loose snow,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40360506,-75.75210336,True
